index,title,author,url,cuisine,image_url,ingredients,instructions,language,ratings,reviews,site_name,total_time,yields,servingSize,calories,carbohydrateContent,proteinContent,fatContent,saturatedFatContent,cholesterolContent,sodiumContent,sugarContent,fiberContent,transFatContent,unsaturatedFatContent
10,japadog style terimayo hot dogs,romain | glebekitchen,https://glebekitchen.com/japadog-style-terimayo-hot-dog/,Japanese,https://glebekitchen.com/wp-content/uploads/2018/07/japadogfrontangle.jpg,"['6 large hot dogs (- whatever you like but big..)', ""6 hot dog buns (- better quality is better but you don't want a huge amount of bread so huge is not good.)"", '3 cooking onions (- sliced thin)', '6 tbsp Japanese Kewpie mayonnaise (- more or less. You are drizzling to taste.)', '4 tbsp vegetable oil', 'shichimi togarashi (- optional and to taste)', 'green onions, sesame seeds and nori (- whatever works for you)', '1/4 cup soy sauce', '1/4 cup mirin', '3 tbsp brown sugar', '1/2 tsp sesame oil', '1 1/2 tsp cornstarch']","Teriyaki sauce
Combine all the ingredients except the cornstarch in your smaller sauce pan.
Bring to a simmer over medium low heat. Reduce heat and simmer for 10 minutes, uncovered. Simmer. If you go higher than a simmer you will boil it dry and you will not be happy. Best to keep an eye on it in any case.
Mix the cornstarch with a splash of water to form a slurry. Stir the slurry into the simmering teriyaki sauce. Simmer another 1-2 minutes until thickened. Cool. Set aside.
Fry the onions
No rocket science here. Pull out a big frying pan. Heat the oil over medium heat.
Add the onions and cook until they are a melting mess of tasty. Super soft. Reduced. Tasty, mushy delicious. That's what you are after. You will need to watch them. Sprinkle with a bit of shichimi togarashi if you like. This isn't critical - just another little something.
The hot dogs
Grill the hot dogs until they are warmed through and look good. Grill the buns. Just like normal. Nothing special here.
Assemble the Japadog terimayo hot dog
Line up the toasted buns. Place 1/6 of the fried onions in each bun. Put the hot dogs on top of the onions. Drizzle with teriyaki sauce and Kewpie mayo. Don't skimp. This is the flavour. Top with sesame seeds and green onions.",en-US,5.0,,glebe kitchen,50,6 serving(s),6 g,470 kcal,45 g,10 g,28 g,11 g,26 mg,1227 mg,13 g,1 g,,
11,japanese miso soup,romain | glebekitchen,https://glebekitchen.com/japanese-miso-soup/,Japanese,https://glebekitchen.com/wp-content/uploads/2018/02/misosouptopfrontspoon.jpg,"['5 cups water', '2 1/2 tsp hon-dashi (- instant dashi powder)', '5 Tbsp shiro miso ( - you can use Aka (red) miso if you want a stronger taste.)', '2 oz extra firm tofu ( - diced)', 'pinch dried wakame', 'green onion ( - sliced, for garnish)']","If you are adding wakame, bring a small amount of water to boil. Add a pinch of dried wakame. You won't believe how much it expands. It's crazy. Strain it, slice it up and set it aside. Discard the water.
Add the hon-dashi to 5 cups of water. Bring to a boil. Let boil for a minute or two.
Remove the pot from the heat. Put the miso in a small mesh strainer. Now lower it into the broth but keep the top above the surface. Use some chopsticks to stir the miso, pushing it through the strainer. No lumps!
Add the diced tofu and reconstituted wakame if using.
Garnish with sliced green onion. Serve. Enjoy.",en-US,4.5,,glebe kitchen,10,4 serving(s),4 servings,53 kcal,6 g,3 g,1 g,,,1115 mg,1 g,1 g,,
12,japanese grilled chicken yakitori skewers,romain | glebekitchen,https://glebekitchen.com/japanese-chicken-yakitori/,main,https://glebekitchen.com/wp-content/uploads/2017/08/yakitorigrill.jpg,"['8 boneless skinless chicken thighs ( - cut into small bite size pieces (6-8 pieces per thigh))', '8-10 green onions (- white and light green portion only and cut into 1 inch pieces)', '15 or so 6 inch wooden skewers ( - soaked for 30 minutes prior to grilling)', 'teriyaki sauce or yakitori tare', '1/4 cup soy sauce', '3 Tbsp brown sugar', '1/4 cup mirin', '1/2 tsp sesame oil', '1 1/2 tsp cornstarch ( - mixed well with a couple tablespoons water)']","Yakitori
Skewer a piece of chicken onto a skewer. You may need to pass the skewer though the chicken more than once. You don't want it flapping around when you cook it. Skewer a piece of green onion (see the pictures above).
Repeat until you have 3-4 pieces of chicken and 2-3 pieces of green onion.
Once you have skewered all the chicken, sprinkle with a bit of salt.
Prepare your grill for high direct heat. See the recommendations above for possible ways to set things up to keep the skewers from burning.
Grill the yakitori, turning regularly until golden and cooked through. Depending on your grill temperature this can take as little as 3-4 minutes.
Drizzle with teriyaki sauce and sprinkle with sesame seeds (not traditional). Alternately serve simply with salt or with yakitori tare (much more traditional).
Teriyaki sauce
Combine all ingredients except the cornstarch slurry and bring to a simmer.
Simmer for 10 minutes, then add the cornstarch mixture and bring back to a simmer.
Let simmer for another minute of two and let cool.
Transfer to a squirt bottle if you have one.",en-US,-1.0,,glebe kitchen,50,8 serving(s),8 servings,174 kcal,9 g,22 g,4 g,1 g,107 mg,565 mg,6 g,,,
13,miso ramen with chashu pork,romain | glebekitchen,https://glebekitchen.com/miso-ramen-with-chashu-pork/,Japanese,https://glebekitchen.com/wp-content/uploads/2018/04/misoramentop-1.jpg,"['2 lb pork belly (in one piece, skin removed)', '1/4 cup Japanese soy sauce (low sodium or regular)', '1/4 cup mirin', '3/4 cup sake', '2 tbsp sugar', '4 large eggs', '1 cup chashu braising liquid', '2 slices bacon', '1/2 cup shiro miso', '8 cups chicken stock (- no sodium or homemade)', '12 oz dried ramen noodles (- not the ones from the instant soup)', '2-3 oz enoki mushrooms', '4 green onions (finely chopped)']","Chashu pork
Pre-heat your oven to 290F.
Combine the soy, mirin, sake and sugar.
Place the pork belly in a baking dish that's not too much bigger than the pork belly. I use a loaf pan.
Pour the soy mixture over the pork and cover the baking dish with tin foil. You want to get it fairly well sealed.
Place the pork in the pre-heated oven and cook, turning the dish occasionally to ensure even cooking. You are going for an internal temperature of 195F. This will take about 2 hours.
When you hit 195F remove the pork from the marinade and chill. Cool the marinade down and skim and discard the fat from the surface. This is going to be the base of your ramen broth flavouring.
Medium boiled eggs
In a medium saucepan, bring water to a boil. Boil large eggs for 6 minutes 30 seconds. If using extra large eggs boil them for 7 minutes 30 seconds. You may have to adjust your times slightly depending on the exact size of your eggs but this should get you pretty close.
Submerge the eggs in really cold or ice water to chill. This stops the egg yolks from continuing to set up. Peel and set aside. They will warm up in the broth.
Miso tare - the flavouring
Combine the chashu braising liquid with 1/2 cup shiro miso in a small sauce pan over medium low heat.
Warm the chashu miso mixture, mixing the miso gently. It will go in as a 1/2 cup lump so you are trying to get it to gradually dissolve.
Add the bacon and simmer, covered, over the lowest heat for 1 hour. Keep an eye on it. You may need to add a bit of chicken stock to thin it out a bit. You want to wind up with about the same amount of miso tare that you started with. Remove and discard the bacon.
Miso ramen
Cook the noodles per the instructions on the package. If the instructions are in Japanese 4 minutes is about right for the thin ramen noodles. Drain and set aside. Don't let them sit too long. Try to time it so the noodles are ready when you are ready to assemble the ramen bowls.
Heat the chicken broth to a simmer.
Using your sharpest thin knife cut the eggs in half lengthwise. They will be a bit runny inside so be ready.
Slice the pork belly. You want it about 3/16 inches thick. Warm it in the chicken broth briefly.
Add about 4 Tbsp miso tare to each of 4 pre-warmed bowls. Then add 2 cups of chicken stock to each bowl. Stir and taste. You will want to add a bit more tare. You are going for the point where you are not quite sure if it's too salty. That's when it's perfect. This should be around 5 Tbsp but really this is up to your taste. It will probably be less if you used regular sodium soy sauce or there was sodium in your chicken broth.
Add the noodles, then add the pork belly, egg, and enoki mushrooms. Garnish with green onions and serve.",en-US,4.17,,glebe kitchen,170,4 serving(s),4 servings,1981 kcal,107 g,58 g,139 g,49 g,395 mg,2846 mg,22 g,5 g,,
14,30 minute curry ramen,romain | glebekitchen,https://glebekitchen.com/30-minute-curry-ramen/,Japanese,https://glebekitchen.com/wp-content/uploads/2017/09/curryramenclose.jpg,"['8 oz top sirloin ( - can use chicken breast as well)', '4 cups low or no sodium chicken broth', '2 large eggs ( - you really want fresh eggs here)', '2 cubes Japanese curry ( - Golden Curry seems to be a pretty popular brand)', 'ramen noodles ( - or alkalinated spaghettini)', 'a bit of oil', 'green onion to garnish']","Put a pot of water on to boil for the noodles
Cook the beef or chicken
Slice the beef into 1/4 inch slices or cut the chicken into 3/4 inch cubes.
Heat the oil in a pan large enough to hold the stock until it just shimmers.
Fry the beef or chicken until just done. Remove.
Medium boiled eggs
Gently lower the eggs into the boiling water (the water for the noodles) and cook for 6 1/2 minutes.
After 6 1/2 minutes place the eggs in a bowl of ice water to cool. You want them to cool quickly to stop the yolks from hardening.
Once they have cooled slice each egg in half lengthwise. Be careful. The yolks still have a bit of runny texture.
Make the broth
Chop the cubes into small pieces
Deglaze the pan with a bit of chicken stock then add about another cup of stock.
Add the chopped cubes into the stock and bring to a boil. These things don't dissolve very well so you will have to chase them with a spatula.
Once the cubes have dissolved add the remaining stock and simmer for about 4-5 minutes.
While the stock simmers cook the ramen noodles per the instructions on the package.
Drain the noodles.
To serve
Divide the noodles across two bowls. Arrange the beef or chicken overtop the noodles and pour half the broth into each bowl. Add the eggs, submerging slightly to warm them through.
Top with green onion and enjoy!",en-US,5.0,,glebe kitchen,30,2 serving(s),2 servings,447 kcal,17 g,41 g,21 g,9 g,230 mg,1497 mg,3 g,1 g,,
15,japanese gyoza,romain | glebekitchen,https://glebekitchen.com/japanese-gyoza/,Japanese,https://glebekitchen.com/wp-content/uploads/2017/06/gyozatopcrop3.jpg,"['10 oz ground pork', '4 cups napa cabbage (super finely sliced)', '1 tsp kosher salt', '1/4 cup nira chives ( - regular chives or green onions, finely sliced)', '1/2 tsp ginger ( - grated on a microplane)', '2 or 3 cloves garlic ( - grated on a microplane or put through a garlic press)', '1 tsp togarashi shichimi (or 1/4 tsp cayenne)', '2 tsp shiro miso', '1 1/2 tsp sesame oil', '35-40 round dumpling wrappers', 'Togarashi shichimi to season', '2 tbsp Japanese soy sauce', '1 tbsp rice wine vinegar']","Prep the dipping sauce by mixing two parts soy with one part rice wine vinegar. For 40 gyoza 2 Tbsp of soy to 1 Tbsp of rice wine vinegar should be about enough. Scale it up - 2 parts soy to 1 part rice wine vinegar if you need more...
The filling
Slice the napa cabbage as thinly as you can.
Mix in 1 tsp salt and let the cabbage stand for around 15 minutes.
Working a big handful at a time, squeeze the water out of the cabbage. Do this over the sink. Squeeze hard to get as much water out as possible or your gyoza will be soggy.
Add the chives, ginger, garlic, togarashi shichimi, miso and sesame oil. Mix thoroughly. You especially want to distribute the garlic and ginger evenly.
Now mix in the pork. Get you hands in there and really, really mix. Go nuts. This is important. The cabbage keeps the pork from getting tough as it cooks.
Shape the gyoza
Have a small bowl of water handy.
Place a wonton wrapper on a cutting board.
Shape a small ball (like a big marble) of the filling and place it in the middle of the wrapper.
Wet about 1/2 the edge (circumference) of the wrapper with a bit of water. Just dip your finger in the bowl of water and rub the outer edge of the wrapper.
Fold the wrapper over the filling to form a semi-circle. Pinch the middle of the semi-circle where the two halves touch.
Now make those irritating little pleats. Do the side to the right of the point where the two sides are pinched, then do the left. Google a video for this. It helps. Or be a trend setter and just don't bother.
Cook the gyoza
Pre-heat a frying pan with a tight fitting lid over medium heat. Non-stick won't brown the gyoza as well as a regular pan but they do have a tendency to stick a bit so decide what your priorities are.
Add 1 tsp vegetable oil and 1 tsp sesame oil.
Making sure you don't let the gyoza touch, carefully place as many as will reasonably fit in the pan and fry, flat side down (pleated side up if you bothered) for about 2 minutes. Check to see how they are browning.
When they are just a bit less brown than you want, add a 1/4 cup of water. Be careful. You are adding water to hot oil. That's generally not a good idea. It will splatter.
Cover, turn the heat to medium-low and cook for about 2-3 minutes.
Remove the lid, turn the heat back to medium and cook until the water has evaporated.
If you are into food safety, check the internal temperature with an instant read thermometer. You want the inside to read at least 160F. I've never seen it not get there but it's always a good idea to check.
Sprinkle with togarashi shichimi if you have it. Serve with dipping sauce.",en-US,-1.0,,glebe kitchen,50,35 serving(s),35 gyoza,47 kcal,4 g,2 g,2 g,,6 mg,158 mg,,,,
16,vietnamese chicken curry - cà ri gà,romain | glebekitchen,https://glebekitchen.com/vietnamese-chicken-curry-ca-ri-ga/,Vietnamese,https://glebekitchen.com/wp-content/uploads/2019/12/vietnamesechickencurryservingdishabove.jpg,"['3 tbsp Vietnamese madras curry powder (not Indian madras curry powder)', '1/2 tsp black pepper', '1 tsp turmeric', '1 tsp salt', '2 bay leaves', '10 oz sweet potatoes (cut into 1 inch pieces)', '1 lb carrots (cut into 1 inch pieces)', '10 oz potatoes (cut into 1 inch pieces. I use yukon gold. )', 'oil to shallow fry', '2 lbs chicken (skinless, bone-in. I like a mix of thighs and drumsticks.)', '1 cup shallots (diced)', '3 stalks lemongrass (cut in half)', '4 cloves garlic (minced)', '1 inch ginger (minced as fine as you can get it)', '3 tbsp fish sauce (- start with 2 tbsp and decide if you want more. )', '3 cups chicken stock (no sodium)', '1 1/2 cups coconut milk', '4 tbsp vegetable oil (you need this much oil to bloom the spices. They will stick or worse, burn if you cut back.)', 'the root vegetables', 'the spice mix', 'cilantro and Vietnamese garlic chili paste to garnish']","Do your prep
Combine the curry powder, black pepper, turmeric and salt in a small bowl. Get your bay leaves ready
Pick off the tough outer layer of the lemongrass. Cut each stalk into three even pieces.
Peel the carrots, sweet potato and potatoes. Cut them all into 1 inch pieces
Chop your shallots. Mince the garlic and ginger.
Skin the chicken. Give is a liberal sprinkling of salt. You are now good to go.
Shallow fry the vegetables and the chicken
A wok is great for this. If you have one use that. If you don't something around a 10 inch pot should also do the trick. You can go bigger but you will need more oil. You want the oil somewhere around 2/3 of an inch deep.
Heat 2 cups of oil over medium heat (or thereabouts - remember around 2/3 inch deep). You are going for a temperature of around 350F for the oil. Slip in a piece of sweet potato. If lively bubbles form around it you know you're good.
You'll need to do this in 2 batches. Shallow fry all the sweet potatoes and half the carrots. Use a slotted spoon to flip them around so they brown evenly. The sweet potatoes take about 3 minutes. The carrots take about 4 minutes. You are going for lightly browned on the sweet potatoes and kind of blistered looking on the carrots. When they are done transfer them to a bowl lined with paper towel.
For the second batch fry the other half of the carrots and the potatoes. Light brown on the potatoes and blistered looking for the carrots.
The oil is hot anyway so you might as well fry the chicken. GIve it around 2 minutes per side. You want colour but you aren't trying to cook the chicken through here. Transfer them to a bowl (no paper towel required) when the come out of the oil.
Make the Vietnamese chicken curry
Heat the 4 tbsp vegetable oil over medium heat in a pot large enough to hold all the ingredients. Add the shallots and sweat until they are translucent and soft. This should take 3-4 minutes.
Add the garlic and ginger and cook for another minute or so.
Turn the heat down to medium low. Push the vegetables off to one side. You should have a puddle of oil in the middle of the pan. Its time to bloom the spices. Add the spice mix. Stir to make sure all the spice is well coated in oil. You may need a splash more oil if it looks dry. Don't worry, you can spoon off some of the oil at the end if you want. Blooming the spices is really important so err on the side of a bit too much oil.
Cook the spices for about 90 seconds to 2 minutes. Be careful. You don't want the spices to burn. This step is critical. It's also a really good trick to have in your bag for anything heavy on spice (think Indian and Mexican).
Add the coconut milk, the chicken stock and 2 tbsp of fish sauce. Give it a good stir. Add the carrots, potatoes and the chicken. Hold the sweet potato back. It takes a little less time to cook sweet potatoes.
Toss in the lemongrass and bay leaf. Bring to a simmer and cook for about 10 minutes.
Add the sweet potato and cook until the chicken reaches an internal temperature of 170F for dark meat. This should take another 15 minutes. If you are using white meat you are going for 160F. Probably want to add your sweet potato in around 5 minutes sooner for white meat.
To serve garnish with cilantro. Pass the garlic chili sauce along for people to add a bit more zing if they want. Serve with good crusty baguette.",en-US,5.0,,glebe kitchen,80,4 serving(s),4 servings,739 kcal,47 g,31 g,51 g,33 g,82 mg,1910 mg,9 g,9 g,,
17,asian grilled chicken wings,romain | glebekitchen,https://glebekitchen.com/asian-grilled-chicken-wings/,Vietnamese,https://glebekitchen.com/wp-content/uploads/2018/08/asiangrilledchickenwingsplate.jpg,"['2 lbs chicken wings', '3 tbsp fish sauce', '1 tbsp sambal oelek (- best with sambal but you can use whatever Asian chili sauce you can find.)', '1/4 tsp granulated garlic', 'thinly sliced shallot, minced cilantro, sliced red chili pepper and sesame seeds']","Combine the fish sauce, sambal oelek and granulated garlic in a bowl large enough to hold all the wings.
Add the wings to the bowl and toss to coat. Let the wings marinate 1-4 hours (in the refrigerator), stirring occasionally to make sure every piece marinates.
Grill the wings. I prefer charcoal but gas works as well. Set your grill up for high indirect heat. Cook the wings for about 12-15 minutes.
Move a few wings over direct heat. Watch them closely. You want them nicely crisped and brown. You don't want golden black (which is just black and nasty if you are new to this blog). Burnt wings suck.
As they brown, move them back over indirect heat. Cycle the wings through the crisping, direct heat phase until they are all just golden brown .
Continue to cook the wings over indirect heat until you get to an internal temperature of 175F or so. If you don't have an instant read thermometer please get one. Professional cooks use them. You should too.
Serve the wings garnished with the red chili, shallot, cilantro and sesame seeds. You want to make sure every wing gets some garnish when you eat them.",en-US,5.0,,glebe kitchen,90,4 serving(s),4 servings,277 kcal,,23 g,19 g,5 g,94 mg,1235 mg,,,,
18,carpaccio asian style,romain | glebekitchen,https://glebekitchen.com/carpaccio-asian-style/,Asian,https://glebekitchen.com/wp-content/uploads/2019/03/carpaccioasianstyletoplargeplate.jpg,"['10 oz rib eye or top sirloin (sliced thinly against the grain (see note))', '4 tbsp ponzu sauce (store bought is fine)', '1 1/2 tbsp soy sauce', '1/2 tsp black pepper (coarsely ground)', '1/4 cup fried shallots (see note below)', '1 tsp sesame seeds', '2 tbsp chopped peanuts', '1 green chili (thinly sliced)', '1 tsp sesame oil', 'drizzle truffle oil', 'cilantro or basil']","Place the soy and ponzu in a small sauce pan. Heat to just below a simmer.
Place beef on a serving dish. Lay it flat in a single layer.
Pour hot ponzu/soy overtop.
Drizzle the beef with sesame oil and truffle oil.
Garnish with peanuts, sesame seeds, crispy fried shallots, chilies and herbs.",en-US,5.0,,glebe kitchen,25,4 serving(s),4 servings,163 kcal,4 g,17 g,8 g,2 g,41 mg,613 mg,,,,
19,vietnamese grilled chicken with ginger lime noodle salad,romain | glebekitchen,https://glebekitchen.com/vietnamese-grilled-chicken-with-ginger-soy-noodle-salad/,Vietnamese,https://glebekitchen.com/wp-content/uploads/2017/03/vietnamesegrilledchickensmallplate.jpg,"['1 4 lb chicken ( or 4 lbs chicken parts)', '2 large shallots (finely diced)', '2 stalks lemongrass (finely diced)', '3 cloves garlic (crushed)', '2 Tbsp fish sauce', '1 Tbsp soy sauce', '1 tsp sambal oelek ( - red chili paste)', '1/2 tsp coarsely ground black pepper', 'Juice of 1/2 lemon', '1/2 cup vegetable oil', '2 Tbsp ginger (very finely diced)', '2 cloves garlic (very finely diced)', '1/2 green chili (seeded and diced)', '1 tsp sambal oelek', '1/4 cup fish sauce', '1/4 cup water', 'juice of one lime', '4 Tbsp sugar', '8 oz broad rice noodles', '2 green onions (thinly sliced)', '1/4 red pepper (diced)', '1-2 green chilies (thinly sliced)', '1 handful cilantro (torn)', '1 handful mint (torn)', 'chopped peanuts', '3 Tbsp vegetable oil', '1/3 cup ginger lime dipping sauce']","Marinate the chicken
Joint the chicken. Quarter the chicken, removing the back. Separate the thighs from the drumsticks. Remove the wings from the breasts. Cut each breast into 3 roughly equal pieces. You should have 12 pieces of chicken.
Combine the marinade ingredients. In a large bowl, toss the chicken in the marinade. Marinate for no more than 2 hours. Lemon is an acid. It ""cooks"" the chicken and can result in a mushy texture.
Make the dipping sauce
Chop the ginger, green chili and garlic as finely as you can. If you have a morter and pestle, grind them together.
Add the remaining dipping sauce ingredients and stir thoroughly to dissolve the sugar. Let stand about 1 hour before using.
Grill the chicken
Remove the chicken from marinade.
If using a gas grill, set it up for high indirect heat. Place a drip pan under the grill on the cool side. Grill the chicken over the dripping pan for about 25 minutes. Move the chicken over high heat briefly to add grill marks if desired.
If using a charcoal grill, bank the charcoal on both sides and place a drip pan in the middle. Grill the chicken over the drip pan for about 25 minutes. Move it over the charcoal carefully to add grill marks.
The noodles
Soak the noodles in hot water for 40-45 minutes to soften. Do not boil them. Please.
Heat the oil in a wok or large pan. Add the noodles and stir fry until they soften. Remove the pan from heat. Add 1/3 cup ginger lime dipping sauce. Stir briefly and add the green onion, red pepper and green chili.
Alternately you can serve this with a cool noodle salad. You need to cook the noodles first. A soak won't quite do it. Then toss the noodles with the green onion and the peppers. Drizzle with the dipping sauce and a bit of the herbs and peanuts. Works great either way. Mix it up. It will be fine.
To serve
Spread the noodle mixture on a plate. Sprinkle with cilantro, mint and peanuts - or whatever you feel like. Top with the grilled chicken and drizzle the ginger lime sauce overtop. Serve additional dipping sauce on the side.",en-US,-1.0,,glebe kitchen,70,4 serving(s),4 servings,1084 kcal,67 g,45 g,70 g,39 g,163 mg,2477 mg,15 g,2 g,,
